customerID,gender,is_male,SeniorCitizen,Partner,has_partner,Dependents,has_dependents,PhoneService,has_phone,InternetService,fiber_optic,OnlineSecurity,has_security,StreamingTV,streams_tv,Contract,is_monthly
0094-OIFMO,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
9227-UAQFT,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
7301-ABVAD,Female,0,0,No,0,No,0,Yes,1,DSL,0,No,0,Yes,1,"Two year",0
6614-FHDBO,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"Two year",0
7576-ASEJU,Female,0,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,Yes,1,"One year",0
9058-HRZSV,Female,0,1,Yes,1,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,Month-to-month,1
4522-AKYLR,Female,0,1,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
0221-WMXNQ,Male,1,1,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,Month-to-month,1
0303-UNCIP,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,"One year",0
9947-OTFQU,Male,1,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
0322-YINQP,Male,1,0,No,0,No,0,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
0959-WHOKV,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,"One year",0
4075-JFPGR,Female,0,0,Yes,1,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"One year",0
4629-NRXKX,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
9514-JDSKI,Male,1,1,Yes,1,No,0,No,0,DSL,0,No,0,Yes,1,Month-to-month,1
3282-ZISZV,Male,1,0,No,0,Yes,1,Yes,1,DSL,0,No,0,Yes,1,"One year",0
3675-YDUPJ,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
4111-BNXIF,Female,0,0,Yes,1,Yes,1,No,0,DSL,0,No,0,Yes,1,"Two year",0
7017-VFHAY,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"Two year",0
6655-LHBYW,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"One year",0
4959-JOSRX,Female,0,0,Yes,1,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
5046-NUHWD,Female,0,1,Yes,1,No,0,No,0,DSL,0,Yes,1,No,0,Month-to-month,1
7273-TEFQD,Male,1,1,No,0,No,0,No,0,DSL,0,No,0,No,0,Month-to-month,1
3606-TWKGI,Male,1,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
7529-ZDFXI,Male,1,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
7605-BDWDC,Female,0,0,No,0,No,0,No,0,DSL,0,Yes,1,No,0,"Two year",0
1950-KSVVJ,Female,0,0,Yes,1,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"One year",0
0123-CRBRT,Female,0,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,Yes,1,"Two year",0
6292-TOSSS,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
3197-ARFOY,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,Month-to-month,1
6323-AYBRX,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
7014-ZZXAW,Female,0,0,Yes,1,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
4385-GZQXV,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
7633-MVPUY,Male,1,0,Yes,1,No,0,Yes,1,DSL,0,Yes,1,No,0,"Two year",0
6366-ZGQGL,Male,1,0,No,0,No,0,No,0,DSL,0,No,0,No,0,Month-to-month,1
4716-HHKQH,Male,1,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
5940-AHUHD,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
6432-TWQLB,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
4484-GLZOU,Female,0,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
3179-GBRWV,Male,1,1,Yes,1,No,0,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
8645-KWHJO,Male,1,0,No,0,No,0,No,0,DSL,0,No,0,Yes,1,Month-to-month,1
4130-MZLCC,Female,0,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
0314-TKOSI,Female,0,0,No,0,No,0,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
8229-MYEJZ,Female,0,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
2080-SRCDE,Female,0,0,No,0,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
9577-WJVCQ,Female,0,0,No,0,No,0,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
9512-UIBFX,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
6202-DYYFX,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,"One year",0
3808-HFKDE,Female,0,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
5583-SXDAG,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
3488-PGMQJ,Male,1,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
3580-REOAC,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
7534-BFESC,Male,1,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
3727-OWVYD,Male,1,0,No,0,No,0,Yes,1,DSL,0,Yes,1,No,0,"One year",0
2294-SALNE,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,"One year",0
4847-TAJYI,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
1563-IWQEX,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
8203-XJZRC,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
6556-DBKZF,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,"Two year",0
6851-WEFYX,Male,1,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
2985-JUUBZ,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,No,0,Yes,1,Month-to-month,1
6390-DSAZX,Female,0,0,No,0,Yes,1,Yes,1,"Fiber optic",1,Yes,1,No,0,Month-to-month,1
0895-LMRSF,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,Yes,1,"One year",0
8098-LLAZX,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
8266-VBFQL,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
8181-YHCMF,Female,0,0,Yes,1,Yes,1,No,0,DSL,0,No,0,Yes,1,"Two year",0
2240-HSJQD,Male,1,0,No,0,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
1248-DYXUB,Male,1,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
0265-EDXBD,Male,1,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
4115-BNPJY,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,No,0,Yes,1,"Two year",0
3167-SNQPL,Male,1,1,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
4091-TVOCN,Male,1,0,No,0,Yes,1,Yes,1,DSL,0,Yes,1,Yes,1,"One year",0
1098-TDVUQ,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
7277-OZCGZ,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,Month-to-month,1
1557-EMYVT,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"Two year",0
2799-ARNLO,Female,0,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
7563-BIUPC,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
5027-YOCXN,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"One year",0
3973-SKMLN,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
2321-OMBXY,Female,0,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,Yes,1,"One year",0
2840-XANRC,Male,1,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
6745-JEFZB,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
5020-ZSTTY,Female,0,1,No,0,No,0,Yes,1,DSL,0,Yes,1,Yes,1,"One year",0
9880-TDQAC,Female,0,0,Yes,1,Yes,1,No,0,DSL,0,No,0,Yes,1,"Two year",0
8705-WZCYL,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
7102-JJVTX,Female,0,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,No,0,"One year",0
8626-PTQGE,Male,1,0,No,0,No,0,No,0,DSL,0,Yes,1,Yes,1,"Two year",0
4983-CLMLV,Female,0,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
5701-YVSVF,Female,0,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
5804-LEPIM,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
5697-GOMBF,Female,0,1,Yes,1,Yes,1,No,0,DSL,0,No,0,Yes,1,Month-to-month,1
2739-CACDQ,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
9385-EHGDO,Female,0,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
9498-FIMXL,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
2379-GYFLQ,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
0122-OAHPZ,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
2868-SNELZ,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
4322-RCYMT,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,No,0,No,0,"One year",0
6680-NENYN,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"Two year",0
2088-IEBAU,Female,0,0,No,0,No,0,Yes,1,DSL,0,Yes,1,Yes,1,"Two year",0
7982-VCELR,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
1343-EHPYB,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
6035-BXTTY,Female,0,1,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
6885-PKOAM,Female,0,0,Yes,1,No,0,Yes,1,DSL,0,Yes,1,Yes,1,"Two year",0
7520-HQWJU,Female,0,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
9639-BUJXT,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
5924-SNGKP,Female,0,0,No,0,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
0021-IKXGC,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
2034-GDRCN,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
8966-SNIZF,Female,0,0,Yes,1,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
6243-OZGFH,Female,0,0,No,0,No,0,No,0,DSL,0,No,0,Yes,1,Month-to-month,1
4654-DLAMQ,Female,0,1,Yes,1,No,0,Yes,1,"Fiber optic",1,Yes,1,No,0,"One year",0
0513-RBGPE,Male,1,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,No,0,"Two year",0
5160-UXJED,Male,1,0,No,0,Yes,1,Yes,1,DSL,0,No,0,No,0,"One year",0
4115-NZRKS,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
0219-YTZUE,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
0623-IIHUG,Female,0,1,No,0,No,0,No,0,DSL,0,Yes,1,Yes,1,Month-to-month,1
4572-DVCGN,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
3351-NGXYI,Female,0,1,No,0,No,0,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
8984-EYLLL,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"Two year",0
9057-MSWCO,Male,1,1,Yes,1,No,0,No,0,DSL,0,Yes,1,No,0,Month-to-month,1
9833-TGFHX,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"One year",0
9294-TDIPC,Male,1,0,No,0,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
5229-DTFYB,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"Two year",0
0104-PPXDV,Male,1,0,Yes,1,No,0,Yes,1,DSL,0,No,0,No,0,"One year",0
5176-LMJXE,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
3583-KRKMD,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
1010-DIAUQ,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
9069-LGEUL,Male,1,0,Yes,1,No,0,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
7302-ZHMHP,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
9571-EDEBV,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
3520-FJGCV,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"Two year",0
6563-VRERX,Male,1,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
0259-GBZSH,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
6122-EFVKN,Male,1,0,No,0,Yes,1,No,0,DSL,0,Yes,1,No,0,"Two year",0
2805-EDJPQ,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,"One year",0
6862-CQUMB,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
7156-MXBJE,Female,0,0,No,0,No,0,Yes,1,DSL,0,No,0,Yes,1,"One year",0
6158-HDPXZ,Male,1,0,No,0,No,0,No,0,DSL,0,No,0,No,0,Month-to-month,1
9601-BRXPO,Female,0,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
2863-IMQDR,Female,0,0,No,0,No,0,Yes,1,DSL,0,Yes,1,Yes,1,"Two year",0
5686-CMAWK,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,"One year",0
5651-CRHKQ,Female,0,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,"One year",0
6905-NIQIN,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
8204-YJCLA,Male,1,1,Yes,1,Yes,1,No,0,DSL,0,Yes,1,Yes,1,"Two year",0
5167-ZFFMM,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
6583-SZVGP,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"Two year",0
4895-TMWIR,Male,1,1,Yes,1,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
0533-BNWKF,Female,0,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
1708-PBBOA,Female,0,0,No,0,No,0,No,0,DSL,0,Yes,1,No,0,"One year",0
8782-LKFPK,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
5522-JBWMO,Male,1,0,No,0,Yes,1,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
3597-MVHJT,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
9774-NRNAU,Male,1,1,Yes,1,No,0,Yes,1,DSL,0,No,0,Yes,1,Month-to-month,1
0224-RLWWD,Female,0,1,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
9967-ATRFS,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
3951-NJCVI,Female,0,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
2977-CEBSX,Female,0,0,No,0,No,0,Yes,1,DSL,0,Yes,1,Yes,1,"Two year",0
0177-PXBAT,Male,1,1,Yes,1,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,Month-to-month,1
6599-CEBNN,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
2519-ERQOJ,Male,1,1,No,0,No,0,No,0,DSL,0,No,0,Yes,1,Month-to-month,1
5876-QMYLD,Female,0,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
2277-AXSDC,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
9442-JTWDL,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
0979-PHULV,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
3067-SVMTC,Female,0,0,Yes,1,No,0,Yes,1,DSL,0,Yes,1,No,0,"One year",0
5495-GPSRW,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
7606-BPHHN,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
4742-DRORA,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"One year",0
0111-KLBQG,Male,1,1,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
4800-VHZKI,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
7989-CHGTL,Male,1,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
0334-GDDSO,Male,1,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
4163-NCJAK,Female,0,0,Yes,1,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
5233-AOZUF,Female,0,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
5973-EJGDP,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
1996-DBMUS,Female,0,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
7916-VCCPB,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
4686-GEFRM,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,"Two year",0
5249-QYHEX,Female,0,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
0578-SKVMF,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
5564-NEMQO,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
2233-FAGXV,Female,0,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
5605-IYGFG,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
7663-ZTEGJ,Male,1,0,No,0,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,"One year",0
3935-TBRZZ,Male,1,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
8111-BKVDS,Female,0,0,No,0,No,0,No,0,DSL,0,Yes,1,No,0,Month-to-month,1
2055-SIFSS,Female,0,1,Yes,1,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
2806-MLNTI,Male,1,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
8734-DKSTZ,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
4360-PNRQB,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
6152-ONASV,Female,0,0,Yes,1,No,0,Yes,1,DSL,0,Yes,1,No,0,"One year",0
9063-ZGTUY,Female,0,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
7781-HVGMK,Female,0,0,Yes,1,Yes,1,No,0,DSL,0,Yes,1,Yes,1,"Two year",0
2181-UAESM,Male,1,0,No,0,No,0,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
2957-LOLHO,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
6048-NJXHX,Male,1,0,Yes,1,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
2320-SLKMB,Female,0,0,No,0,No,0,No,0,DSL,0,No,0,Yes,1,Month-to-month,1
4980-URKXC,Male,1,0,Yes,1,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
4376-KFVRS,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"Two year",0
5886-VLQVU,Male,1,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
3577-AMVUX,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
0771-WLCLA,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,Month-to-month,1
5628-RKIFK,Female,0,1,No,0,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,Month-to-month,1
0206-TBWLC,Female,0,0,Yes,1,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"One year",0
2937-FTHUR,Female,0,0,No,0,Yes,1,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
1910-FMXJM,Female,0,0,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
7752-XUSCI,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
4110-PFEUZ,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
0732-OCQOC,Female,0,0,Yes,1,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
5168-MSWXT,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
1090-ESELR,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"Two year",0
8592-PLTMQ,Female,0,0,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
5760-WRAHC,Female,0,1,No,0,No,0,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
8847-GEOOQ,Male,1,0,Yes,1,No,0,No,0,DSL,0,No,0,Yes,1,Month-to-month,1
0256-LTHVJ,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
4785-FCIFB,Female,0,0,Yes,1,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
8313-NDOIA,Female,0,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
5149-CUZUJ,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
0942-KOWSM,Female,0,0,Yes,1,Yes,1,Yes,1,DSL,0,No,0,Yes,1,"Two year",0
4237-CLSMM,Male,1,0,Yes,1,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
1452-VOQCH,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
4719-UMSIY,Male,1,0,No,0,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,Month-to-month,1
6614-VBEGU,Female,0,0,Yes,1,No,0,Yes,1,DSL,0,No,0,Yes,1,Month-to-month,1
0880-TKATG,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
3811-VBYBZ,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
1480-BKXGA,Male,1,1,Yes,1,No,0,Yes,1,"Fiber optic",1,Yes,1,Yes,1,"Two year",0
2996-XAUVF,Male,1,0,No,0,No,0,No,0,DSL,0,No,0,No,0,"Two year",0
9076-AXYIK,Male,1,1,Yes,1,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,"Two year",0
5968-XQIVE,Male,1,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,Yes,1,"One year",0
8896-RAZCR,Female,0,0,No,0,Yes,1,Yes,1,No,0,"No internet service",0,"No internet service",0,"Two year",0
4640-UHDOS,Female,0,0,Yes,1,Yes,1,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
4933-IKULF,Female,0,1,No,0,No,0,Yes,1,No,0,"No internet service",0,"No internet service",0,"One year",0
3583-EKAPL,Male,1,0,No,0,No,0,Yes,1,DSL,0,No,0,No,0,Month-to-month,1
1304-BCCFO,Male,1,0,Yes,1,No,0,Yes,1,DSL,0,No,0,Yes,1,Month-to-month,1
4104-PVRPS,Male,1,0,Yes,1,No,0,Yes,1,DSL,0,Yes,1,No,0,Month-to-month,1
9399-APLBT,Female,0,0,Yes,1,Yes,1,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
2359-KMGLI,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,No,0,Month-to-month,1
3780-DDGSE,Male,1,1,Yes,1,Yes,1,Yes,1,DSL,0,No,0,Yes,1,Month-to-month,1
4431-EDMIQ,Female,0,0,Yes,1,Yes,1,Yes,1,DSL,0,Yes,1,Yes,1,Month-to-month,1
0306-JAELE,Male,1,0,No,0,No,0,Yes,1,"Fiber optic",1,No,0,Yes,1,Month-to-month,1
