customerID;MonthlyCharges;tenure;Contract;Churn;CustomerValue;RiskLevel
0334-GDDSO;81.35;3;Month-to-month;Yes;244.05;High Risk
4163-NCJAK;24.45;46;One year;No;1124.70;Low Risk
5233-AOZUF;74.95;29;Month-to-month;No;2173.55;Unknown Risk
5973-EJGDP;87.35;51;Month-to-month;No;4454.85;Unknown Risk
1996-DBMUS;70.65;48;Month-to-month;No;3391.20;Unknown Risk
7916-VCCPB;73.25;16;Month-to-month;No;1172.00;Unknown Risk
4686-GEFRM;98.70;70;Two year;No;6909.00;Low Risk
5249-QYHEX;24.80;40;Two year;No;992.00;Low Risk
0578-SKVMF;83.30;22;Month-to-month;Yes;1832.60;High Risk
5564-NEMQO;75.30;1;Month-to-month;Yes;75.30;High Risk
2233-FAGXV;24.30;5;Month-to-month;No;121.50;Medium Risk
5605-IYGFG;69.85;7;Month-to-month;No;488.95;Medium Risk
7663-ZTEGJ;100.55;29;One year;No;2915.95;Low Risk
3935-TBRZZ;25.70;44;One year;No;1130.80;Low Risk
8111-BKVDS;40.70;10;Month-to-month;No;407.00;Medium Risk
2055-SIFSS;51.65;55;Month-to-month;No;2840.75;Unknown Risk
2806-MLNTI;105.10;52;One year;No;5465.20;Low Risk
8734-DKSTZ;85.95;10;Month-to-month;No;859.50;Medium Risk
4360-PNRQB;75.60;18;Month-to-month;No;1360.80;Unknown Risk
6152-ONASV;58.25;68;One year;No;3961.00;Low Risk
9063-ZGTUY;19.40;61;Month-to-month;Yes;1183.40;High Risk
7781-HVGMK;65.20;72;Two year;No;4694.40;Low Risk
2181-UAESM;53.45;2;Month-to-month;No;106.90;Medium Risk
2957-LOLHO;45.40;12;Month-to-month;Yes;544.80;High Risk
6048-NJXHX;19.75;41;Two year;No;809.75;Low Risk
2320-SLKMB;44.45;26;Month-to-month;No;1155.70;Unknown Risk
4980-URKXC;20.85;36;One year;No;750.60;Low Risk
4376-KFVRS;114.05;72;Two year;No;8211.60;Low Risk
5886-VLQVU;89.85;35;Month-to-month;No;3144.75;Unknown Risk
3577-AMVUX;55.05;1;Month-to-month;No;55.05;Medium Risk
0771-WLCLA;112.95;16;Month-to-month;No;1807.20;Unknown Risk
5628-RKIFK;101.55;49;Month-to-month;No;4975.95;Unknown Risk
0206-TBWLC;114.65;54;One year;No;6191.10;Low Risk
2937-FTHUR;64.80;18;Month-to-month;No;1166.40;Unknown Risk
1910-FMXJM;80.40;36;Month-to-month;No;2894.40;Unknown Risk
7752-XUSCI;105.90;60;Month-to-month;Yes;6354.00;High Risk
4110-PFEUZ;69.55;1;Month-to-month;Yes;69.55;High Risk
0732-OCQOC;25.май;52;Two year;No;1302.60;Low Risk
5168-MSWXT;94.75;8;Month-to-month;No;758.00;Medium Risk
1090-ESELR;105.50;72;Two year;No;7596.00;Low Risk
8592-PLTMQ;24.70;64;One year;No;1580.80;Low Risk
5760-WRAHC;69.75;22;Month-to-month;No;1534.50;Unknown Risk
8847-GEOOQ;60.20;60;Month-to-month;No;3612.00;Unknown Risk
0256-LTHVJ;81.05;28;Month-to-month;Yes;2269.40;High Risk
4785-FCIFB;24.40;61;Two year;No;1488.40;Low Risk
8313-NDOIA;104.15;24;Month-to-month;No;2499.60;Unknown Risk
5149-CUZUJ;92.90;28;One year;No;2601.20;Low Risk
0942-KOWSM;80.80;30;Two year;No;2424.00;Low Risk
4237-CLSMM;20.00;2;Month-to-month;No;40.00;Medium Risk
1452-VOQCH;75.10;1;Month-to-month;No;75.10;Medium Risk
4719-UMSIY;19.65;6;Month-to-month;No;117.90;Medium Risk
6614-VBEGU;69.45;24;Month-to-month;No;1666.80;Unknown Risk
0880-TKATG;101.15;4;Month-to-month;Yes;404.60;High Risk
3811-VBYBZ;99.80;7;Month-to-month;Yes;698.60;High Risk
1480-BKXGA;116.05;72;Two year;No;8355.60;Low Risk
2996-XAUVF;40.05;70;Two year;No;2803.50;Low Risk
9076-AXYIK;102.10;64;Two year;No;6534.40;Low Risk
5968-XQIVE;89.70;72;One year;No;6458.40;Low Risk
8896-RAZCR;19.90;44;Two year;No;875.60;Low Risk
4640-UHDOS;55.95;13;Month-to-month;Yes;727.35;High Risk
4933-IKULF;20.65;17;One year;No;351.05;Low Risk
3583-EKAPL;55.00;1;Month-to-month;Yes;55.00;High Risk
1304-BCCFO;70.05;9;Month-to-month;No;630.45;Medium Risk
4104-PVRPS;53.60;24;Month-to-month;No;1286.40;Unknown Risk
9399-APLBT;74.70;1;Month-to-month;Yes;74.70;High Risk
2359-KMGLI;80.25;24;Month-to-month;Yes;1926.00;High Risk
3780-DDGSE;76.05;35;Month-to-month;No;2661.75;Unknown Risk
4431-EDMIQ;75.70;7;Month-to-month;No;529.90;Medium Risk
0306-JAELE;96.10;5;Month-to-month;Yes;480.50;High Risk
6227-HWPWX;69.00;15;Month-to-month;Yes;1035.00;High Risk
0486-LGCCH;19.65;11;Two year;No;216.15;Unknown Risk
0447-BEMNG;45.30;48;Month-to-month;Yes;2174.40;High Risk
4612-SSVHJ;81.45;20;Month-to-month;No;1629.00;Unknown Risk
5168-MQQCA;108.50;72;One year;No;7812.00;Low Risk
5949-XIKAE;83.55;8;Month-to-month;Yes;668.40;High Risk
7971-HLVXI;84.50;72;Two year;No;6084.00;Low Risk
9094-AZPHK;100.15;15;Month-to-month;No;1502.25;Unknown Risk
3649-JPUGY;88.60;72;Two year;No;6379.20;Low Risk
4472-LVYGI;52.55;0;Two year;No;0.00;Unknown Risk
8372-JUXUI;74.35;1;Month-to-month;Yes;74.35;High Risk
3552-CTCYF;104.80;63;Two year;No;6602.40;Low Risk
6778-YSNIH;59.00;2;Month-to-month;No;118.00;Medium Risk
0388-EOPEX;74.40;2;Month-to-month;Yes;148.80;High Risk
5756-OZRIO;64.05;61;One year;No;3907.05;Low Risk
6579-JPICP;20.40;1;Month-to-month;No;20.40;Medium Risk
8205-OTCHB;43.75;22;One year;Yes;962.50;High Risk
4134-BSXLX;60.90;28;Month-to-month;No;1705.20;Unknown Risk
0505-SPOOW;19.80;70;Two year;No;1386.00;Low Risk
6235-VDHOM;28.45;5;Month-to-month;Yes;142.25;High Risk
7783-YKGDV;99.70;12;Month-to-month;Yes;1196.40;High Risk
4374-YMUSQ;116.25;34;One year;No;3952.50;Low Risk
4513-CXYIX;80.70;71;Two year;No;5729.70;Low Risk
3957-HHLMR;65.20;70;One year;No;4564.00;Low Risk
7803-XOCCZ;84.05;52;Month-to-month;No;4370.60;Unknown Risk
5736-YEJAX;79.45;69;Two year;No;5482.05;Low Risk
5609-CEBID;94.10;20;Month-to-month;Yes;1882.00;High Risk
8981-FJGLA;78.00;11;Month-to-month;No;858.00;Medium Risk
7218-HKQFK;94.20;2;Month-to-month;Yes;188.40;High Risk
4636-QRJKY;80.50;6;Month-to-month;Yes;483.00;High Risk
1135-LMECX;19.85;1;Month-to-month;No;19.85;Medium Risk
4332-MUOEZ;94.30;20;One year;No;1886.00;Low Risk
8535-SFUTN;106.45;61;Month-to-month;No;6493.45;Unknown Risk
5956-VKDTT;74.35;5;Month-to-month;Yes;371.75;High Risk
8677-HDZEE;105.45;56;Month-to-month;No;5905.20;Unknown Risk
2475-MROZF;95.00;30;Month-to-month;No;2850.00;Unknown Risk
9412-GHEEC;104.80;40;Month-to-month;Yes;4192.00;High Risk
3482-ABPKK;54.30;28;One year;No;1520.40;Low Risk
6705-LXORM;70.05;5;Month-to-month;No;350.25;Medium Risk
0257-ZESQC;75.20;27;Month-to-month;Yes;2030.40;High Risk
7531-GQHME;20.май;12;Month-to-month;No;240.60;Unknown Risk
5174-ITUMV;105.40;67;One year;No;7061.80;Low Risk
4109-CYRBD;51.60;29;Month-to-month;No;1496.40;Unknown Risk
0913-XWSCN;85.50;55;Month-to-month;No;4702.50;Unknown Risk
6825-UYPFK;75.60;23;Month-to-month;Yes;1738.80;High Risk
8397-MVTAZ;100.05;34;Month-to-month;Yes;3401.70;High Risk
0750-EBAIU;91.25;52;One year;No;4745.00;Low Risk
8606-CIQUL;115.75;72;Two year;No;8334.00;Low Risk
3571-DPYUH;94.70;58;One year;No;5492.60;Low Risk
7601-GNDYK;19.60;35;Two year;No;686.00;Low Risk
0356-OBMAC;99.90;56;Two year;No;5594.40;Low Risk
8067-NIOYM;21.окт;24;Two year;No;506.40;Low Risk
1403-GYAFU;20.май;70;Two year;No;1403.50;Low Risk
4234-XTNEA;79.95;2;Month-to-month;No;159.90;Medium Risk
1297-VQDRP;107.15;68;One year;No;7286.20;Low Risk
9282-IZGQK;85.00;1;Month-to-month;Yes;85.00;High Risk
5348-CAGXB;89.55;12;Month-to-month;No;1074.60;Unknown Risk
0621-HJWXJ;81.55;63;Month-to-month;No;5137.65;Unknown Risk
5844-QVTAT;58.45;33;One year;No;1928.85;Low Risk
8905-IAZPF;95.65;69;One year;No;6599.85;Low Risk
5394-MEITZ;80.60;60;Two year;No;4836.00;Low Risk
6859-QNXIQ;113.10;72;Two year;No;8143.20;Low Risk
2782-LFZVW;58.95;11;Month-to-month;No;648.45;Medium Risk
2866-IKBTM;19.55;1;Month-to-month;No;19.55;Medium Risk
1342-JPNKI;86.05;10;Month-to-month;Yes;860.50;High Risk
2817-NTQDO;45.55;13;Month-to-month;Yes;592.15;High Risk
7129-AZJDE;78.95;34;One year;No;2684.30;Low Risk
6986-IJDHX;86.30;39;Month-to-month;Yes;3365.70;High Risk
2560-PPCHE;105.05;65;One year;No;6828.25;Low Risk
4676-MQUEA;101.90;50;One year;No;5095.00;Low Risk
8138-EALND;19.75;15;Month-to-month;No;296.25;Unknown Risk
3580-HYCSP;110.30;72;Two year;No;7941.60;Low Risk
1352-HNSAW;115.60;72;Two year;No;8323.20;Low Risk
2075-PUEPR;19.35;55;Two year;No;1064.25;Low Risk
1982-FEBTD;25.60;23;Two year;No;588.80;Low Risk
5301-GAUUY;80.35;32;Month-to-month;Yes;2571.20;High Risk
5791-KAJFD;68.75;56;One year;No;3850.00;Low Risk
2654-VBVPB;19.90;1;Month-to-month;No;19.90;Medium Risk
1154-HYWWO;70.60;38;One year;No;2682.80;Low Risk
2501-XWWTZ;70.20;11;Month-to-month;No;772.20;Medium Risk
3716-UVSPD;49.30;1;Month-to-month;No;49.30;Medium Risk
6815-ABQFQ;107.25;56;One year;No;6006.00;Low Risk
7343-EOBEU;23.60;3;Month-to-month;No;70.80;Medium Risk
3701-SFMUH;69.70;7;Month-to-month;No;487.90;Medium Risk
6103-LIANB;99.50;59;Two year;No;5870.50;Low Risk
7319-VENRZ;64.30;7;Month-to-month;No;450.10;Medium Risk
5846-NEQVZ;70.85;71;Two year;No;5030.35;Low Risk
6967-QIQRV;101.90;15;One year;No;1528.50;Low Risk
5781-RFZRP;73.50;71;Two year;No;5218.50;Low Risk
0939-YAPAF;100.25;35;Month-to-month;Yes;3508.75;High Risk
0308-IVGOK;40.40;11;One year;No;444.40;Unknown Risk
7293-LSCDV;19.25;60;Two year;No;1155.00;Low Risk
7025-WCBNE;59.60;47;Two year;No;2801.20;Low Risk
5756-JYOJT;64.90;11;One year;No;713.90;Unknown Risk
4710-FDUIZ;100.30;56;One year;Yes;5616.80;High Risk
6030-REHUX;110.85;28;Month-to-month;No;3103.80;Unknown Risk
9548-LIGTA;81.05;61;Two year;No;4944.05;Low Risk
5150-LJNSR;98.05;31;One year;No;3039.55;Low Risk
8270-RKSAP;70.50;9;Month-to-month;No;634.50;Medium Risk
6522-YRBXD;94.55;35;Month-to-month;No;3309.25;Unknown Risk
2640-LYMOV;19.65;2;Month-to-month;No;39.30;Medium Risk
1218-VKFPE;19.00;12;Month-to-month;Yes;228.00;High Risk
3627-FHKBK;75.30;1;Month-to-month;Yes;75.30;High Risk
2865-TCHJW;89.20;4;Month-to-month;Yes;356.80;High Risk
1423-BMPBQ;19.00;1;Month-to-month;No;19.00;Medium Risk
2393-DIVAI;20.00;3;Month-to-month;No;60.00;Medium Risk
5192-EBGOV;85.70;1;Month-to-month;Yes;85.70;High Risk
4568-KNYWR;63.25;52;Two year;No;3289.00;Low Risk
8752-IMQOS;20.окт;5;One year;No;100.50;Unknown Risk
0742-LAFQK;99.15;72;Two year;No;7138.80;Low Risk
0795-LAFGP;90.40;71;Two year;No;6418.40;Low Risk
0619-OLYUR;111.90;72;Two year;No;8056.80;Low Risk
5512-IDZEI;24.90;46;One year;No;1145.40;Low Risk
0459-SPZHJ;83.50;63;Two year;No;5260.50;Low Risk
0215-BQKGS;84.30;30;Month-to-month;No;2529.00;Unknown Risk
9244-ZVAPM;45.60;1;Month-to-month;No;45.60;Medium Risk
0719-SYFRB;61.65;12;Month-to-month;Yes;739.80;High Risk
8208-EUMTE;54.85;16;Two year;No;877.60;Low Risk
5172-MIGPM;65.55;4;Month-to-month;No;262.20;Medium Risk
1710-RCXUS;90.35;51;One year;No;4607.85;Low Risk
0374-FIUCA;20.40;65;Two year;No;1326.00;Low Risk
5839-SUYVZ;74.55;16;Month-to-month;No;1192.80;Unknown Risk
5173-ZXXXL;19.95;2;One year;No;39.90;Unknown Risk
1096-ADRUX;74.25;66;One year;No;4900.50;Low Risk
2001-MCUUW;108.65;46;Two year;No;4997.90;Low Risk
2731-GJRDG;109.55;32;One year;No;3505.60;Low Risk
4723-BEGSG;86.65;72;Two year;No;6238.80;Low Risk
6516-NKQBO;81.00;38;Two year;No;3078.00;Low Risk
8672-OAUPW;47.85;51;One year;No;2440.35;Low Risk
8207-DMRVL;114.55;72;Two year;No;8247.60;Low Risk
3419-SNJJD;105.25;65;Month-to-month;Yes;6841.25;High Risk
6543-CPZMK;29.95;9;Month-to-month;Yes;269.55;High Risk
4765-OXPPD;65.00;9;Month-to-month;Yes;585.00;High Risk
2804-ETQDK;20.55;66;Two year;No;1356.30;Low Risk
6689-VRRTK;109.80;44;One year;No;4831.20;Low Risk
7138-GIRSH;69.50;50;Two year;No;3475.00;Low Risk
9396-ZSFLL;48.85;15;Month-to-month;No;732.75;Unknown Risk
6464-KEXXH;25.25;8;Month-to-month;No;202.00;Medium Risk
7134-MJPDY;102.85;66;One year;No;6788.10;Low Risk
5240-CAOYT;87.55;57;Month-to-month;No;4990.35;Unknown Risk
4059-IIEBK;78.55;7;Month-to-month;No;549.85;Medium Risk
4881-JVQOD;34.55;10;Month-to-month;No;345.50;Medium Risk
0516-UXRMT;92.05;62;One year;No;5707.10;Low Risk
4851-BQDNX;85.05;40;One year;No;3402.00;Low Risk
5148-HKFIR;19.70;20;Two year;No;394.00;Low Risk
1009-IRMNA;20.00;7;Month-to-month;Yes;140.00;High Risk
3003-CMDUU;95.15;25;Month-to-month;No;2378.75;Unknown Risk
5016-IBERQ;84.25;23;Month-to-month;No;1937.75;Unknown Risk
6797-UCJHZ;104.60;66;One year;No;6903.60;Low Risk
2469-DTSGX;111.65;72;Two year;No;8038.80;Low Risk
4554-YGZIH;90.05;49;Month-to-month;Yes;4412.45;High Risk
5099-BAILX;110.75;43;Month-to-month;Yes;4762.25;High Risk
9931-KGHOA;55.00;46;Month-to-month;No;2530.00;Unknown Risk
1775-KWJKQ;89.85;72;Two year;No;6469.20;Low Risk
7665-VIGUD;20.35;10;One year;No;203.50;Unknown Risk
9411-TPQQV;54.55;40;One year;No;2182.00;Low Risk
7207-RMRDB;105.50;65;Month-to-month;Yes;6857.50;High Risk
7954-MLBUN;99.45;31;Two year;No;3082.95;Low Risk
2077-DDHJK;70.90;68;Two year;No;4821.20;Low Risk
4913-EHYUI;104.55;56;One year;Yes;5854.80;High Risk
0195-IESCP;85.25;10;Month-to-month;Yes;852.50;High Risk
9574-BOSMD;25.40;68;Two year;No;1727.20;Low Risk
4580-TMHJU;56.15;43;Month-to-month;Yes;2414.45;High Risk
0970-ETWGE;89.55;1;Month-to-month;Yes;89.55;High Risk
4908-XAXAY;89.85;49;One year;No;4402.65;Low Risk
8404-VLQFB;25.25;15;Month-to-month;No;378.75;Unknown Risk
1626-ERCMM;94.55;20;Month-to-month;Yes;1891.00;High Risk
0887-HJGAR;45.70;1;Month-to-month;Yes;45.70;High Risk
2391-IPLOP;69.65;50;One year;No;3482.50;Low Risk
5644-PDMZC;89.50;2;Month-to-month;Yes;179.00;High Risk
3509-GWQGF;70.00;24;Month-to-month;No;1680.00;Unknown Risk
9576-ANLXO;69.55;3;Month-to-month;Yes;208.65;High Risk
2024-BASKD;74.60;1;Month-to-month;Yes;74.60;High Risk
5845-BZZIB;20.окт;35;Two year;No;703.50;Low Risk
1140-UKVZG;24.80;17;Month-to-month;No;421.60;Unknown Risk
4160-AMJTL;19.65;8;Month-to-month;Yes;157.20;High Risk
5183-SNMJQ;95.10;10;Month-to-month;No;951.00;Medium Risk
8100-PNJMH;88.85;68;Two year;No;6041.80;Low Risk
7838-LAZFO;78.80;45;One year;No;3546.00;Low Risk
4464-JCOLN;19.85;2;One year;Yes;39.70;High Risk
2085-JVGAD;20.35;37;Month-to-month;No;752.95;Unknown Risk
5650-VDUDS;24.25;4;Month-to-month;Yes;97.00;High Risk
8095-WANWK;45.25;10;Month-to-month;No;452.50;Medium Risk
3030-ZKIWL;20.май;1;Month-to-month;No;20.май;Medium Risk
9565-FLVCG;69.55;65;Two year;No;4520.75;Low Risk
8755-OGKNA;19.50;57;Two year;No;1111.50;Low Risk
2800-VEQXM;74.75;3;Month-to-month;No;224.25;Medium Risk
7538-GWHML;69.65;2;Month-to-month;Yes;139.30;High Risk
5533-RJFTJ;30.20;49;Month-to-month;No;1479.80;Unknown Risk
3859-CVCET;45.65;4;Month-to-month;Yes;182.60;High Risk
0214-JHPFW;57.80;70;Two year;No;4046.00;Low Risk
5642-MHDQT;19.85;53;One year;No;1052.05;Low Risk
3088-FVYWK;25.55;53;Two year;No;1354.15;Low Risk
3276-HDUEG;75.05;1;Month-to-month;Yes;75.05;High Risk
9092-GDZKO;24.85;22;Month-to-month;No;546.70;Unknown Risk
0823-HSCDJ;49.15;52;Month-to-month;Yes;2555.80;High Risk
3729-OWRVL;110.35;65;Two year;No;7172.75;Low Risk
2324-AALNO;24.55;48;One year;No;1178.40;Low Risk
0822-GAVAP;34.70;2;Month-to-month;Yes;69.40;High Risk
5760-IFJOZ;107.95;3;Month-to-month;No;323.85;Medium Risk
2826-UWHIS;81.40;45;Month-to-month;No;3663.00;Unknown Risk
1448-PWKYE;80.00;1;Month-to-month;Yes;80.00;High Risk
7501-IWUNG;73.80;61;Two year;No;4501.80;Low Risk
4957-TREIR;64.40;3;Month-to-month;No;193.20;Medium Risk
7251-LJBQN;103.75;40;One year;No;4150.00;Low Risk
8040-MNRTF;71.10;1;Month-to-month;No;71.10;Medium Risk
1536-HBSWP;49.90;1;Month-to-month;No;49.90;Medium Risk
5313-FPXWG;24.60;51;One year;No;1254.60;Low Risk
0067-DKWBL;49.25;2;Month-to-month;Yes;98.50;High Risk
0946-FKYTX;30.окт;52;One year;No;1565.20;Low Risk
5076-YVXCM;83.40;51;Month-to-month;No;4253.40;Unknown Risk
8262-COGGB;20.45;1;Month-to-month;No;20.45;Medium Risk
6663-JOCQO;75.25;31;One year;No;2332.75;Low Risk
9620-QJREV;20.55;47;One year;No;965.85;Low Risk
2276-YDAVZ;75.10;3;Month-to-month;Yes;225.30;High Risk
2682-KEVRP;20.май;22;One year;No;441.10;Low Risk
2480-JZOSN;20.65;1;Month-to-month;No;20.65;Medium Risk
0078-XZMHT;85.15;72;Two year;No;6130.80;Low Risk
5896-NPFWW;50.15;3;Month-to-month;Yes;150.45;High Risk
9978-HYCIN;84.95;47;One year;No;3992.65;Low Risk
8338-QIUNR;66.50;72;Two year;No;4788.00;Low Risk
1525-LNLOJ;63.30;66;Two year;No;4177.80;Low Risk
9450-TRJUU;83.15;35;Month-to-month;No;2910.25;Unknown Risk
1766-GKNMI;84.90;29;Month-to-month;No;2462.10;Unknown Risk
6942-LBFDP;20.55;2;Month-to-month;No;41.10;Medium Risk
1456-TWCGB;49.25;4;Month-to-month;No;197.00;Medium Risk
7133-VBDCG;79.85;25;Month-to-month;Yes;1996.25;High Risk
7596-ZYWBB;59.60;65;Two year;No;3874.00;Low Risk
8329-UTMVM;104.65;27;One year;No;2825.55;Low Risk
3014-WJKSM;75.30;29;Month-to-month;No;2183.70;Unknown Risk
3347-YJZZE;80.10;29;Month-to-month;No;2322.90;Unknown Risk
1029-QFBEN;19.55;1;Month-to-month;Yes;19.55;High Risk
7929-DMBCV;81.00;20;Month-to-month;No;1620.00;Unknown Risk
9661-JALZV;24.70;58;Two year;No;1432.60;Low Risk
5433-KYGHE;86.00;14;Month-to-month;No;1204.00;Unknown Risk
4312-KFRXN;25.40;72;Two year;No;1828.80;Low Risk
5575-TPIZQ;89.15;46;Month-to-month;No;4100.90;Unknown Risk
0114-IGABW;58.25;71;Two year;No;4135.75;Low Risk
9944-AEXBM;85.65;32;Month-to-month;No;2740.80;Unknown Risk
1853-ARAAQ;50.35;26;Month-to-month;No;1309.10;Unknown Risk
6952-OMNWB;80.35;68;Month-to-month;No;5463.80;Unknown Risk
4697-LUPSU;20.20;2;One year;No;40.40;Unknown Risk
8434-VGEQQ;20.55;61;Two year;No;1253.55;Low Risk
4952-YSOGZ;85.95;4;Month-to-month;Yes;343.80;High Risk
1589-AGTLK;45.35;3;Month-to-month;Yes;136.05;High Risk
5244-IRFIH;94.50;33;Month-to-month;Yes;3118.50;High Risk
6549-YMFAW;21.25;9;Month-to-month;No;191.25;Medium Risk
4950-HKQTE;26.25;22;Two year;No;577.50;Low Risk
6786-OBWQR;80.85;5;Month-to-month;No;404.25;Medium Risk
2684-EIWEO;91.70;30;Month-to-month;Yes;2751.00;High Risk
2753-JMMCV;74.20;65;Two year;No;4823.00;Low Risk
6439-GTPCA;87.25;45;Month-to-month;Yes;3926.25;High Risk
6621-YOBKI;20.35;5;Month-to-month;No;101.75;Medium Risk
1216-JWVUX;75.50;25;Month-to-month;No;1887.50;Unknown Risk
7564-GHCVB;79.05;72;Two year;No;5691.60;Low Risk
1173-NOEYG;90.15;27;Month-to-month;No;2434.05;Unknown Risk
7595-EHCDL;50.60;32;Month-to-month;No;1619.20;Unknown Risk
6647-ZEDXT;110.45;30;One year;No;3313.50;Low Risk
2521-NPUZR;101.00;70;Two year;No;7070.00;Low Risk
1307-TVUFB;79.35;42;Month-to-month;No;3332.70;Unknown Risk
7503-MIOGA;89.85;72;Two year;No;6469.20;Low Risk
4381-MHQDC;65.00;47;Two year;No;3055.00;Low Risk
6923-JHPMP;80.45;2;Month-to-month;No;160.90;Medium Risk
5138-WVKYJ;98.55;10;Month-to-month;Yes;985.50;High Risk
4018-PPNDW;24.окт;61;Two year;No;1470.10;Low Risk
1635-FJFCC;44.05;5;Month-to-month;No;220.25;Medium Risk
2499-AJYUA;110.80;72;Two year;No;7977.60;Low Risk
6919-ELBGL;114.95;72;Two year;No;8276.40;Low Risk
3966-HRMZA;75.05;3;Month-to-month;No;225.15;Medium Risk
6425-JWTDV;19.25;48;Two year;No;924.00;Low Risk
8405-IGQFX;90.05;63;One year;No;5673.15;Low Risk
8224-IVVPA;56.70;27;Month-to-month;No;1530.90;Unknown Risk
9477-LGWQI;80.15;70;Two year;No;5610.50;Low Risk
1410-RSCMR;71.35;7;Month-to-month;No;499.45;Medium Risk
3115-CZMZD;20.25;0;Two year;No;0.00;Unknown Risk
0139-IVFJG;90.35;2;Month-to-month;No;180.70;Medium Risk
6683-VLCTZ;98.55;20;Month-to-month;Yes;1971.00;High Risk
5730-DBDSI;19.70;66;Two year;No;1300.20;Low Risk
0030-FNXPP;19.85;3;Month-to-month;No;59.55;Medium Risk
2189-WWOEW;85.90;15;Month-to-month;Yes;1288.50;High Risk
5684-FJVYR;90.35;72;Two year;No;6505.20;Low Risk
4013-GUXND;20.80;1;Month-to-month;No;20.80;Medium Risk
1894-IGFSG;89.25;22;Month-to-month;Yes;1963.50;High Risk
7379-POKDZ;70.30;3;Month-to-month;Yes;210.90;High Risk
1266-NZYUI;66.85;72;Two year;No;4813.20;Low Risk
7969-FFOWG;19.90;65;Two year;No;1293.50;Low Risk
4718-DHSMV;35.80;11;Month-to-month;No;393.80;Medium Risk
5175-WLYXL;78.85;22;Month-to-month;No;1734.70;Unknown Risk
7817-OMJNA;20.40;14;One year;No;285.60;Low Risk
8728-SKJLR;74.25;41;Month-to-month;No;3044.25;Unknown Risk
3137-NYQQI;64.80;17;One year;No;1101.60;Low Risk
7706-DZNKK;20.45;11;Month-to-month;No;224.95;Medium Risk
0236-HFWSV;93.35;15;Month-to-month;Yes;1400.25;High Risk
3900-AQPHZ;19.90;1;Month-to-month;Yes;19.90;High Risk
5842-POCOP;88.90;5;Month-to-month;Yes;444.50;High Risk
2037-XJFUP;95.80;33;One year;Yes;3161.40;High Risk
8823-RLPWL;110.65;72;Two year;No;7966.80;Low Risk
9505-SQFSW;40.30;3;Month-to-month;No;120.90;Medium Risk
7314-OXENN;82.00;2;Month-to-month;Yes;164.00;High Risk
3758-CKOQL;107.00;59;One year;No;6313.00;Low Risk
0322-CHQRU;45.35;2;Month-to-month;Yes;90.70;High Risk
5676-CFLYY;73.35;71;Two year;No;5207.85;Low Risk
7521-AFHAB;44.80;5;Month-to-month;No;224.00;Medium Risk
0285-INHLN;54.75;27;Month-to-month;No;1478.25;Unknown Risk
4678-DVQEO;52.20;1;Month-to-month;Yes;52.20;High Risk
5125-CNDSP;40.60;63;One year;No;2557.80;Low Risk
0691-IFBQW;110.00;46;One year;Yes;5060.00;High Risk
4992-LTJNE;55.30;72;Two year;No;3981.60;Low Risk
2202-OUTMO;60.85;34;Month-to-month;No;2068.90;Unknown Risk
0810-BDHAW;78.40;24;One year;No;1881.60;Low Risk
0229-LFJAF;69.65;72;Two year;No;5014.80;Low Risk
7131-ZQZNK;59.85;60;Two year;No;3591.00;Low Risk
3442-ZHHCC;76.90;68;One year;No;5229.20;Low Risk
5726-CVNYA;19.85;8;Two year;No;158.80;Unknown Risk
9871-ELEYA;67.65;34;Two year;No;2300.10;Low Risk
4257-GAESD;45.00;6;Month-to-month;No;270.00;Medium Risk
5173-WXOQV;64.20;2;Month-to-month;No;128.40;Medium Risk
2040-OBMLJ;81.70;31;One year;No;2532.70;Low Risk
6286-ZHAOK;25.55;20;Month-to-month;No;511.00;Unknown Risk
3807-XHCJH;20.00;1;Month-to-month;No;20.00;Medium Risk
3009-JWMPU;96.75;62;One year;Yes;5998.50;High Risk
5671-RQRLP;75.65;70;Two year;No;5295.50;Low Risk
1450-GALXR;98.50;10;Month-to-month;Yes;985.00;High Risk
8859-AXJZP;23.80;39;Two year;No;928.20;Low Risk
3174-AKMAS;64.20;46;Two year;No;2953.20;Low Risk
3138-BKYAV;85.35;6;Month-to-month;Yes;512.10;High Risk
9926-PJHDQ;76.80;72;Two year;No;5529.60;Low Risk
7382-DFJTU;55.20;18;Month-to-month;No;993.60;Unknown Risk
2798-NYLMZ;108.55;71;Two year;No;7707.05;Low Risk
4289-DTDKW;101.30;40;Month-to-month;Yes;4052.00;High Risk
1820-TQVEV;69.55;1;Month-to-month;Yes;69.55;High Risk
2239-JALAW;103.25;58;One year;Yes;5988.50;High Risk
4853-RULSV;104.00;70;Two year;Yes;7280.00;High Risk
8098-TDCBU;25.25;42;Two year;No;1060.50;Low Risk
3551-GAEGL;30.40;34;One year;No;1033.60;Low Risk
4785-NKHCX;20.май;5;Month-to-month;No;100.25;Medium Risk
3196-NVXLZ;84.60;25;Month-to-month;No;2115.00;Unknown Risk
6275-YDUVO;86.20;2;Month-to-month;Yes;172.40;High Risk
0036-IHMOT;103.70;55;One year;No;5703.50;Low Risk
0115-TFERT;111.20;21;Month-to-month;Yes;2335.20;High Risk
4178-EGMON;88.00;70;Two year;No;6160.00;Low Risk
4220-TINQT;106.35;61;Month-to-month;No;6487.35;Unknown Risk
