customerID;MonthlyCharges;tenure;CustomerValue;Churn
4554-YGZIH;90.05;49;4412.45;Yes
5099-BAILX;110.75;43;4762.25;Yes
9931-KGHOA;55.00;46;2530.00;No
1775-KWJKQ;89.85;72;6469.20;No
7665-VIGUD;20.35;10;203.50;No
9411-TPQQV;54.55;40;2182.00;No
7207-RMRDB;105.50;65;6857.50;Yes
7954-MLBUN;99.45;31;3082.95;No
2077-DDHJK;70.90;68;4821.20;No
4913-EHYUI;104.55;56;5854.80;Yes
0195-IESCP;85.25;10;852.50;Yes
9574-BOSMD;25.40;68;1727.20;No
4580-TMHJU;56.15;43;2414.45;Yes
0970-ETWGE;89.55;1;89.55;Yes
4908-XAXAY;89.85;49;4402.65;No
8404-VLQFB;25.25;15;378.75;No
1626-ERCMM;94.55;20;1891.00;Yes
0887-HJGAR;45.70;1;45.70;Yes
2391-IPLOP;69.65;50;3482.50;No
5644-PDMZC;89.50;2;179.00;Yes
3509-GWQGF;70.00;24;1680.00;No
9576-ANLXO;69.55;3;208.65;Yes
2024-BASKD;74.60;1;74.60;Yes
5845-BZZIB;20.окт;35;703.50;No
1140-UKVZG;24.80;17;421.60;No
4160-AMJTL;19.65;8;157.20;Yes
5183-SNMJQ;95.10;10;951.00;No
8100-PNJMH;88.85;68;6041.80;No
7838-LAZFO;78.80;45;3546.00;No
4464-JCOLN;19.85;2;39.70;Yes
2085-JVGAD;20.35;37;752.95;No
5650-VDUDS;24.25;4;97.00;Yes
8095-WANWK;45.25;10;452.50;No
3030-ZKIWL;20.май;1;20.май;No
9565-FLVCG;69.55;65;4520.75;No
8755-OGKNA;19.50;57;1111.50;No
2800-VEQXM;74.75;3;224.25;No
7538-GWHML;69.65;2;139.30;Yes
5533-RJFTJ;30.20;49;1479.80;No
3859-CVCET;45.65;4;182.60;Yes
0214-JHPFW;57.80;70;4046.00;No
5642-MHDQT;19.85;53;1052.05;No
3088-FVYWK;25.55;53;1354.15;No
3276-HDUEG;75.05;1;75.05;Yes
9092-GDZKO;24.85;22;546.70;No
0823-HSCDJ;49.15;52;2555.80;Yes
3729-OWRVL;110.35;65;7172.75;No
2324-AALNO;24.55;48;1178.40;No
0822-GAVAP;34.70;2;69.40;Yes
5760-IFJOZ;107.95;3;323.85;No
2826-UWHIS;81.40;45;3663.00;No
1448-PWKYE;80.00;1;80.00;Yes
7501-IWUNG;73.80;61;4501.80;No
4957-TREIR;64.40;3;193.20;No
7251-LJBQN;103.75;40;4150.00;No
8040-MNRTF;71.10;1;71.10;No
1536-HBSWP;49.90;1;49.90;No
5313-FPXWG;24.60;51;1254.60;No
0067-DKWBL;49.25;2;98.50;Yes
0946-FKYTX;30.окт;52;1565.20;No
5076-YVXCM;83.40;51;4253.40;No
8262-COGGB;20.45;1;20.45;No
6663-JOCQO;75.25;31;2332.75;No
9620-QJREV;20.55;47;965.85;No
2276-YDAVZ;75.10;3;225.30;Yes
2682-KEVRP;20.май;22;441.10;No
2480-JZOSN;20.65;1;20.65;No
0078-XZMHT;85.15;72;6130.80;No
5896-NPFWW;50.15;3;150.45;Yes
9978-HYCIN;84.95;47;3992.65;No
8338-QIUNR;66.50;72;4788.00;No
1525-LNLOJ;63.30;66;4177.80;No
9450-TRJUU;83.15;35;2910.25;No
1766-GKNMI;84.90;29;2462.10;No
6942-LBFDP;20.55;2;41.10;No
1456-TWCGB;49.25;4;197.00;No
7133-VBDCG;79.85;25;1996.25;Yes
7596-ZYWBB;59.60;65;3874.00;No
8329-UTMVM;104.65;27;2825.55;No
3014-WJKSM;75.30;29;2183.70;No
3347-YJZZE;80.10;29;2322.90;No
1029-QFBEN;19.55;1;19.55;Yes
7929-DMBCV;81.00;20;1620.00;No
9661-JALZV;24.70;58;1432.60;No
5433-KYGHE;86.00;14;1204.00;No
4312-KFRXN;25.40;72;1828.80;No
5575-TPIZQ;89.15;46;4100.90;No
0114-IGABW;58.25;71;4135.75;No
9944-AEXBM;85.65;32;2740.80;No
1853-ARAAQ;50.35;26;1309.10;No
6952-OMNWB;80.35;68;5463.80;No
4697-LUPSU;20.20;2;40.40;No
8434-VGEQQ;20.55;61;1253.55;No
4952-YSOGZ;85.95;4;343.80;Yes
1589-AGTLK;45.35;3;136.05;Yes
5244-IRFIH;94.50;33;3118.50;Yes
6549-YMFAW;21.25;9;191.25;No
4950-HKQTE;26.25;22;577.50;No
6786-OBWQR;80.85;5;404.25;No
2684-EIWEO;91.70;30;2751.00;Yes
2753-JMMCV;74.20;65;4823.00;No
6439-GTPCA;87.25;45;3926.25;Yes
6621-YOBKI;20.35;5;101.75;No
1216-JWVUX;75.50;25;1887.50;No
7564-GHCVB;79.05;72;5691.60;No
1173-NOEYG;90.15;27;2434.05;No
7595-EHCDL;50.60;32;1619.20;No
6647-ZEDXT;110.45;30;3313.50;No
2521-NPUZR;101.00;70;7070.00;No
1307-TVUFB;79.35;42;3332.70;No
7503-MIOGA;89.85;72;6469.20;No
4381-MHQDC;65.00;47;3055.00;No
6923-JHPMP;80.45;2;160.90;No
5138-WVKYJ;98.55;10;985.50;Yes
4018-PPNDW;24.окт;61;1470.10;No
1635-FJFCC;44.05;5;220.25;No
2499-AJYUA;110.80;72;7977.60;No
6919-ELBGL;114.95;72;8276.40;No
3966-HRMZA;75.05;3;225.15;No
6425-JWTDV;19.25;48;924.00;No
8405-IGQFX;90.05;63;5673.15;No
8224-IVVPA;56.70;27;1530.90;No
9477-LGWQI;80.15;70;5610.50;No
1410-RSCMR;71.35;7;499.45;No
3115-CZMZD;20.25;0;0.00;No
0139-IVFJG;90.35;2;180.70;No
6683-VLCTZ;98.55;20;1971.00;Yes
5730-DBDSI;19.70;66;1300.20;No
0030-FNXPP;19.85;3;59.55;No
2189-WWOEW;85.90;15;1288.50;Yes
5684-FJVYR;90.35;72;6505.20;No
4013-GUXND;20.80;1;20.80;No
1894-IGFSG;89.25;22;1963.50;Yes
7379-POKDZ;70.30;3;210.90;Yes
1266-NZYUI;66.85;72;4813.20;No
7969-FFOWG;19.90;65;1293.50;No
4718-DHSMV;35.80;11;393.80;No
5175-WLYXL;78.85;22;1734.70;No
7817-OMJNA;20.40;14;285.60;No
8728-SKJLR;74.25;41;3044.25;No
3137-NYQQI;64.80;17;1101.60;No
7706-DZNKK;20.45;11;224.95;No
0236-HFWSV;93.35;15;1400.25;Yes
3900-AQPHZ;19.90;1;19.90;Yes
5842-POCOP;88.90;5;444.50;Yes
2037-XJFUP;95.80;33;3161.40;Yes
8823-RLPWL;110.65;72;7966.80;No
9505-SQFSW;40.30;3;120.90;No
7314-OXENN;82.00;2;164.00;Yes
3758-CKOQL;107.00;59;6313.00;No
0322-CHQRU;45.35;2;90.70;Yes
5676-CFLYY;73.35;71;5207.85;No
7521-AFHAB;44.80;5;224.00;No
0285-INHLN;54.75;27;1478.25;No
4678-DVQEO;52.20;1;52.20;Yes
5125-CNDSP;40.60;63;2557.80;No
0691-IFBQW;110.00;46;5060.00;Yes
4992-LTJNE;55.30;72;3981.60;No
2202-OUTMO;60.85;34;2068.90;No
0810-BDHAW;78.40;24;1881.60;No
0229-LFJAF;69.65;72;5014.80;No
7131-ZQZNK;59.85;60;3591.00;No
3442-ZHHCC;76.90;68;5229.20;No
5726-CVNYA;19.85;8;158.80;No
9871-ELEYA;67.65;34;2300.10;No
4257-GAESD;45.00;6;270.00;No
5173-WXOQV;64.20;2;128.40;No
2040-OBMLJ;81.70;31;2532.70;No
6286-ZHAOK;25.55;20;511.00;No
3807-XHCJH;20.00;1;20.00;No
3009-JWMPU;96.75;62;5998.50;Yes
5671-RQRLP;75.65;70;5295.50;No
1450-GALXR;98.50;10;985.00;Yes
8859-AXJZP;23.80;39;928.20;No
3174-AKMAS;64.20;46;2953.20;No
3138-BKYAV;85.35;6;512.10;Yes
9926-PJHDQ;76.80;72;5529.60;No
7382-DFJTU;55.20;18;993.60;No
2798-NYLMZ;108.55;71;7707.05;No
4289-DTDKW;101.30;40;4052.00;Yes
1820-TQVEV;69.55;1;69.55;Yes
2239-JALAW;103.25;58;5988.50;Yes
4853-RULSV;104.00;70;7280.00;Yes
8098-TDCBU;25.25;42;1060.50;No
3551-GAEGL;30.40;34;1033.60;No
4785-NKHCX;20.май;5;100.25;No
3196-NVXLZ;84.60;25;2115.00;No
6275-YDUVO;86.20;2;172.40;Yes
0036-IHMOT;103.70;55;5703.50;No
0115-TFERT;111.20;21;2335.20;Yes
4178-EGMON;88.00;70;6160.00;No
4220-TINQT;106.35;61;6487.35;No
5318-YKDPV;79.15;43;3403.45;No
7975-TZMLR;103.10;47;4845.70;No
0295-QVKPB;63.95;5;319.75;No
4335-BSMJS;25.80;62;1599.60;No
2311-QYMUQ;89.45;16;1431.20;Yes
3643-AHCFP;95.60;7;669.20;Yes
9146-JRIOX;25.55;14;357.70;No
3104-OWCGK;90.95;60;5457.00;Yes
5337-IIWKZ;44.85;34;1524.90;No
9101-BWFSS;108.55;50;5427.50;Yes
9650-VBUOG;25.май;38;951.90;No
3487-EARAT;74.10;70;5187.00;No
2672-TGEFF;88.80;37;3285.60;No
9231-ZJYAM;78.85;4;315.40;Yes
4250-WAROZ;93.25;60;5595.00;No
8184-WMOFI;71.40;62;4426.80;No
6982-SSHFK;44.40;1;44.40;Yes
6092-QZVPP;79.20;36;2851.20;No
4625-LAMOB;20.40;44;897.60;No
0727-BMPLR;100.00;55;5500.00;Yes
0392-BZIUW;105.00;72;7560.00;No
1038-ZAGBI;19.80;12;237.60;Yes
6549-NNDYT;30.85;13;401.05;No
3027-ZTDHO;89.90;1;89.90;Yes
0422-OHQHQ;20.55;15;308.25;No
6916-HIJSE;84.85;65;5515.25;No
2316-ESMLS;33.15;12;397.80;No
9778-OGKQZ;92.00;72;6624.00;No
7408-OFWXJ;89.80;72;6465.60;No
6007-TCTST;115.80;72;8337.60;No
2252-NKNSI;85.15;52;4427.80;No
8713-IGZSO;24.85;2;49.70;No
7905-TVXTA;64.35;5;321.75;No
7695-PKLCZ;20.50;68;1394.00;No
2382-BCKQJ;100.15;62;6209.30;Yes
8374-UULRV;86.05;72;6195.60;No
2207-NHRJK;50.80;1;50.80;Yes
3224-DFQNQ;89.00;66;5874.00;No
5275-PMFUT;64.80;72;4665.60;No
4795-UXVCJ;19.80;26;514.80;No
9777-IQHWP;93.40;64;5977.60;No
0947-MUGVO;73.65;20;1473.00;Yes
9944-HKVVB;95.10;3;285.30;Yes
4124-MMETB;94.65;22;2082.30;Yes
3671-SHRSP;80.60;4;322.40;Yes
0979-MOZQI;39.00;62;2418.00;No
2732-ISEZX;20.50;5;102.50;No
3313-QKNKB;85.55;59;5047.45;Yes
0323-XWWTN;26.40;3;79.20;No
1937-OTUKY;98.20;72;7070.40;No
1573-LGXBA;97.55;57;5560.35;No
1764-VUUMT;19.95;66;1316.70;No
5073-WXOYN;50.80;60;3048.00;Yes
4713-ZBURT;99.70;45;4486.50;No
3050-GBUSH;34.80;3;104.40;No
0207-MDKNV;105.10;15;1576.50;Yes
7876-AEHIG;60.15;51;3067.65;No
7945-HLKEA;64.75;60;3885.00;No
9342-VNIMQ;54.65;33;1803.45;No
9851-KIELU;110.10;10;1101.00;Yes
3523-BRGUW;19.30;26;501.80;No
3908-BLSYF;83.90;6;503.40;Yes
3199-NPKCN;111.25;67;7453.75;No
5170-PTRKA;35.80;49;1754.20;No
4661-NJEUX;20.май;1;20.май;No
2123-AGEEN;84.35;7;590.45;No
1258-YMZNM;110.50;27;2983.50;No
0048-LUMLS;91.20;37;3374.40;No
7549-MYGPK;100.55;63;6334.65;Yes
5898-IGSLP;89.30;31;2768.30;No
3804-RVTGV;103.85;50;5192.50;Yes
6259-WJQLC;81.10;32;2595.20;No
9227-LUNBG;24.60;1;24.60;Yes
7997-EASSD;81.20;63;5115.60;No
0730-KOAVE;94.30;30;2829.00;No
8975-SKGRX;116.10;71;8243.10;No
0678-RLHVP;105.55;53;5594.15;No
4315-MURBD;98.90;12;1186.80;Yes
2267-FPIMA;94.40;50;4720.00;No
1051-GEJLJ;19.50;2;39.00;No
9734-YWGEX;98.30;9;884.70;Yes
2719-BDAQO;93.85;17;1595.45;Yes
5285-MVEHD;105.60;56;5913.60;No
0379-DJQHR;81.35;67;5450.45;No
0781-LKXBR;100.50;9;904.50;Yes
5543-QDCRY;56.40;4;225.60;No
0297-RBCSG;65.35;19;1241.65;No
4694-PHWFW;19.95;8;159.60;No
0835-JKADZ;111.25;71;7898.75;No
1907-UBQFC;72.85;10;728.50;Yes
7508-SMHXL;89.00;15;1335.00;No
3865-YIOTT;106.10;72;7639.20;No
5993-BQHEA;20.май;12;240.60;No
6024-RUGGH;25.20;72;1814.40;No
6513-EECDB;73.55;1;73.55;Yes
3956-CJUST;75.40;23;1734.20;No
4079-WWQQQ;65.55;72;4719.60;No
6103-BOCOU;80.70;26;2098.20;No
5149-TGWDZ;104.55;21;2195.55;No
7471-WNSUF;24.15;60;1449.00;No
8942-DBMHZ;20.45;12;245.40;No
4301-VVZKA;75.40;16;1206.40;No
9199-PWQVC;79.70;63;5021.10;No
4824-GUCBY;81.70;22;1797.40;No
5393-HJZSM;76.30;32;2441.60;No
7074-IEVOJ;79.40;3;238.20;Yes
9625-QSTYE;81.15;13;1054.95;Yes
0862-PRCBS;103.75;68;7055.00;No
8812-ZRHFP;86.45;30;2593.50;No
5146-CBVOE;75.10;16;1201.60;No
0454-OKRCT;80.60;33;2659.80;No
5787-KXGIY;19.30;72;1389.60;No
4750-ZRXIU;84.60;4;338.40;Yes
4198-VFOEA;33.60;12;403.20;No
6630-UJZMY;83.25;4;333.00;No
5709-LVOEQ;80.85;0;0.00;No
6400-BWQKW;79.05;6;474.30;Yes
2692-AQCPF;108.05;65;7023.25;No
0347-UBKUZ;19.90;15;298.50;No
0835-DUUIQ;21.май;24;505.20;No
0811-GSDTP;30.15;13;391.95;No
7567-ECMCM;79.85;24;1916.40;No
6115-ZTBFQ;65.50;72;4716.00;No
6353-BRMMA;104.10;54;5621.40;No
6680-WKXRZ;74.40;3;223.20;Yes
6231-WFGFH;20.50;4;82.00;No
9904-EHEVJ;91.35;32;2923.20;No
7028-DVOIQ;99.05;35;3466.75;Yes
6169-PPETC;20.50;35;717.50;No
4208-UFFGW;44.95;2;89.90;Yes
8584-KMVXD;75.60;8;604.80;No
8467-WYNSR;55.10;22;1212.20;No
0851-DFJKB;58.95;15;884.25;No
5382-SOYZL;95.10;22;2092.20;No
9448-REEVD;44.70;1;44.70;Yes
3261-CQXOL;25.45;71;1806.95;No
8388-FYNPZ;56.75;4;227.00;No
4002-BQWPQ;81.75;25;2043.75;No
5651-YLPRD;86.10;32;2755.20;No
2826-DXLQO;29.80;7;208.60;No
4378-BZYFP;20.50;17;348.50;No
9489-UTFKA;60.90;8;487.20;No
4849-PYRLQ;73.25;56;4102.00;No
9117-SHLZX;45.70;1;45.70;Yes
9889-TMAHG;100.30;8;802.40;Yes
4541-RMRLG;19.25;7;134.75;Yes
7764-BDPEE;20.85;3;62.55;No
3429-IFLEM;77.35;71;5491.85;No
3158-MOERK;96.00;2;192.00;Yes
7294-TMAOP;90.55;1;90.55;Yes
5002-GCQFH;93.85;49;4598.65;No
0556-FJEGU;70.10;58;4065.80;No
8919-FYFQZ;30.35;44;1335.40;Yes
0604-THJFP;75.95;59;4481.05;No
2834-JRTUA;108.05;71;7671.55;Yes
5875-YPQFJ;69.90;1;69.90;Yes
5879-SESNB;75.25;11;827.75;No
6646-QVXLR;103.75;62;6432.50;Yes
6461-PPAXN;54.95;35;1923.25;No
3318-ISQFQ;19.50;20;390.00;No
1106-HRLKZ;19.60;40;784.00;No
2483-XSSMZ;47.85;39;1866.15;No
8603-IJWDN;86.60;1;86.60;Yes
8165-ZJRNM;23.75;72;1710.00;No
9369-XFEHK;80.60;33;2659.80;Yes
2604-XVDAM;43.80;12;525.60;No
3717-OFRTN;19.75;1;19.75;No
9046-JBFWA;19.15;27;517.05;No
3280-NMUVX;19.60;34;666.40;No
1206-EHBDD;80.30;56;4496.80;No
8361-LBRDI;24.35;58;1412.30;No
4883-KCPZJ;25.25;22;555.50;No
9108-EQPNQ;26.окт;10;261.00;No
7277-KAMWT;20.00;13;260.00;No
3842-IYKUE;85.30;35;2985.50;Yes
6641-XRPSU;70.00;34;2380.00;Yes
1374-DMZUI;94.30;4;377.20;Yes
2545-LXYVJ;20.70;72;1490.40;No
3234-VKACU;70.30;2;140.60;No
